1	Solo vendió un vestido de bonito amor a esta hora, o el comprador realmente condujo a mi casa abajo para sacarme el vestido... ¡increíble!
0	O.O
0	Ma'al Hijrah a todos los seguidores musulmanes.
1	1435 #Hijrah.
1	Día 1 de la RNR: Ferrocarril de la muerte de Tailandia a Birmania
0	Los titulares de Dominion Textile Inc. adoptaron un plan de derechos de accionistas en la reunión anual.
1	La denominada píldora venenosa entró en vigor el 9 de agosto a la espera de la ratificación de los
0	Se emitieron derechos vinculados a las acciones comunes de la compañía que se activan si un licitador hostil adquiere más del 20% de las acciones en circulación.
1	Una vez activados, los derechos permiten a los titulares comprar acciones adicionales al 50% del precio de mercado actual en ese momento o, a discreción del consejo, recibir valores o activos.
1	Por separado, Dominion Textile registró ingresos netos de 4,7 millones de dólares canadienses (4 millones de dólares), o 12 centavos canadienses por acción, para el primer trimestre fiscal terminado el 30 de septiembre.
1	La compañía tuvo una pérdida neta de 2,3 millones de C$, es decir, 14 centavos canadienses por acción, hace un año.
1	Las ventas fueron de 348,2 millones de C$ en comparación con 307,2 C$ del año anterior.
1	ÚNETE AL CURSO REFORMADOR DE TODAS LAS POBLACIONES 2\ - 3 de mayo, 9\ - 10, 16\ - 17, 23\ - 24, 30\ - 31 (sá.-dom de 1:00 p.m. a 6:00 p.m.)...
1	Profundiza nuestra práctica como Master Trainer Kenneth Sicat nos ayuda con el viaje de Core Flow Yoga el 10 de mayo de 2014 a las 14:00 h...
1	Du Pont Co. informó que el beneficio del tercer trimestre creció un 19% sólido respecto de hace un año debido a las operaciones de la compañía en diversos productos químicos y fibras, y en petróleo.
0	Du Pont también elevó su dividendo trimestral a 1,20 dólares la acción de 1,05 dólares, un cambio que aumentará el pago anualizado a los accionistas en unos 140 millones de dólares.
0	Du Pont, a diferencia de las empresas perjudicadas gravemente por la fuerte caída de los precios de los productos químicos y plásticos básicos, se beneficia de su amplia gama de negocios.
0	El beneficio se obtuvo a pesar del debilitamiento del mercado de la vivienda, del que la empresa es proveedor, y un fortalecimiento del dólar, lo que reduce el valor de las ganancias en el extranjero cuando se traducen en dólares.
0	La compañía Wilmington, Del., informó netos de 547 millones de dólares, o 2,36 dólares la acción, lo que estaba en consonancia con las estimaciones de Wall Street.
1	En el período anterior, la compañía ganó 461 millones de dólares, o 1,91 dólares la acción.
1	Las ventas en el último trimestre fueron de 8.59 millones de dólares, un 9,4% más que los 7.85 millones de dólares.
1	El aumento de dividendos fue el segundo de Du Pont este año, una afirmación de las declaraciones de los altos ejecutivos de que tienen la intención de aumentar las recompensas para los accionistas.
1	«No hemos beneficiado al accionista tanto como necesitamos», dijo Edgar Woolard Jr., presidente y director ejecutivo de Du Pont, en una entrevista varios meses antes de que entrara en su puesto actual en abril.
0	El mayor beneficiario será Seagram Co., que posee alrededor del 23% de Du Pont.
1	Un portavoz de Seagram, la empresa de vinos y licores de Montreal controlada por la familia Bronfman, dijo que la compañía contará con beneficios adicionales antes de impuestos de unos 33 millones de dólares al año debido a los dividendos adicionales de Du Pont.
0	Du Pont también anunció planes para una división bursátil 3 por 1, aunque el dividendo inicial superior se pagará en acciones predivididas.
1	Las acciones de Du Pont subieron 2,50 USD la acción y cerraron en 117,375 USD en la bolsa de valores de Nueva York.
0	Seagram cerró en 84,75$, 12,5 centavos más por acción en las operaciones de Big Board.
1	Liderando las ganancias de Du Pont en el último trimestre fue su segmento de productos industriales, donde las ganancias se dispararon a 155 millones de dólares frente a los 99 millones de dólares del año anterior.
0	La empresa se benefició de una fuerte demanda continua y de un aumento de los precios de venta del dióxido de titanio, un pigmento blanco utilizado en pinturas, papel y plásticos.
0	James Fallon, New Providence, N.J., consultor de marketing de la industria química, dice que Du Pont sigue teniendo ventaja en la fabricación del pigmento porque la compañía fue «la primera en la tecnología» para reducir los costos.
0	Dijo que Du Pont posee alrededor del 23% del mercado mundial, la mayor participación única, en un momento en que los crecientes usos del pigmento lo han mantenido en un suministro ajustado, aunque otros ahora están agregando capacidad de producción de bajo costo.
1	Los beneficios ascendieron a 98 millones de dólares desde los 71 millones de dólares en el segmento petrolero, ya que la compañía petrolera Conoco Inc., de Du Pont, recibió ayuda de precios del petróleo crudo superiores a hace un año y por el aumento de los precios y el volumen del gas natural.
0	En el segmento de negocios diversificados, que incluye herbicidas, las ganancias crecieron a 64 millones de dólares desde los 27 millones de dólares.
1	Un portavoz dijo que el uso de herbicidas en algunas zonas de los Estados Unidos se retrasó a principios de año debido a las fuertes lluvias, lo que aumentó las ventas en el tercer trimestre.
0	En el segmento de fibras, los beneficios aumentaron a 180 millones de dólares desde los 155 millones de dólares, una ganancia que Du Pont atribuye a una mayor demanda en Estados Unidos de la mayoría de los productos textiles.
1	Dos segmentos registraron ganancias más bajas para el trimestre.
0	El beneficio del carbón cayó a 41 millones de dólares desde los 58 millones de dólares, en parte debido a una huelga de mineros.
