0	Os mercados de ações do mundo despencaram
1	17 de setembro de 2008
1	Os mercados de ações em todo o mundo, especialmente nos Estados Unidos, caíram acentuadamente hoje.
0	Foi o resultado de eventos recentes no mundo financeiro, como o resgate pelo Serviço Federal dos Estados Unidos da grande seguradora AIG.
0	O índice de base FTSE 100 UK caiu 2,36% para 118,40 pontos e caiu abaixo do nível de 5.000 pontos em 4907,20.
1	O Dow Jones caiu 2,62% às 16h08 (UTC), um pouco mais do que esta manhã.
1	O Dow Jones agora vale 10.769,00 pontos.
1	O índice Nasdaq caiu 3,16%, para 2138,14, e foi 1,75% menor do que no início do Dia Dax às 16h08 (UTC).
1	O índice Nikkei japonês foi um dos poucos a crescer durante o dia.
1	No fim, subiu 1,2%, mas antes o valor do índice havia caído fortemente: ontem atingiu o nível mais baixo de sempre.
1	"O analista de mercado Darren Winder, da Cazenove, disse: ""Não acho que alguém tenha qualquer confiança na direção que o mercado tomará nos próximos dias."" ."
1	Muitas das participações de mercado de hoje foram condicionadas na terça-feira pelo American International Group (AIG), que fez um empréstimo de US $ 85 bilhões em troca de 79,9% da empresa.
1	A AIG possui milhares de divisões de negócios em todo o mundo; graças a eles, ele se livrou dos problemas que teve com outros bancos recentemente.
1	O AIG foi desenvolvido nos últimos anos, adquirindo e absorvendo muitas empresas em todo o mundo. Ele ofereceu aos acionistas da AIG uma ampla gama de oportunidades de lucro, o que lhes permitiu aumentar os lucros de forma significativa.
1	Além disso, os mercados tiveram dificuldades na semana passada depois que o Federal Reserve se recusou a subsidiar o Lehman Brothers na segunda-feira e forçou a empresa a pedir falência depois que o Bank of America (BoA) e o Barclays PLC negociaram no fim de semana.
0	A Apple presenteou as capas e devolveu o dinheiro aos usuários do iPhone 4
1	17 de julho de 2010
1	Apple Inc. - anunciou na sexta-feira que dará aos usuários de seu novo iPhone 4 uma capa para cada um, devido a preocupações com a localização da antena do dispositivo.
0	A antena do iPhone 4 é uma faixa de metal que envolve o dispositivo, fazendo com que as chamadas sejam interrompidas quando atinge o dispositivo de uma determinada maneira.
1	O anúncio foi feito em uma entrevista coletiva extraordinária convocada pela Apple na manhã de sexta-feira.
0	No evento, Steve jobs, o presidente-executivo da empresa, tentou responder a perguntas de clientes e da mídia. Na verdade, eles tiveram problemas com a localização da antena do telefone para receber o sinal.
1	Em vez de se oferecer para retirar o dispositivo do mercado ou consertar o hardware, Jobs dará um caso para quem comprou um iPhone 4, disse Jobs ontem.
0	"Amortecedores de plástico (""amortecedores"") circundam a lateral do iPhone e reduzem os problemas de recepção de sinal."
1	Os invólucros da Apple foram avaliados em 29 americanos antes da coletiva de imprensa, mas serão gratuitos para qualquer pessoa com um iPhone 4 até 30 de setembro.
0	Além disso, Jobs disse que reembolsará o valor total do suplemento para aqueles que já compraram um invólucro.
0	No entanto, no caso de clientes que não estão satisfeitos com o iPhone 4, eles darão o telefone e receberão o dinheiro de volta.
